id,title,categories,abstract,doi,created,updated,authors
1108.0184,modelling chaotic data,math.st stat.th,"this paper extends the subjects dicussed in the data analysis and dynamical systems courses by looking at the subject of modelling data. this task is nontrivial as the underlying process could be non-linear. in the paper some common methods, including global and local polynomial fitting, are discussed in terms of their applicability, level of computation and accuracy. one example method, measure based reconstruction, has been investigated in greater detail and experimentation is carried out to evaluate the method. in this project we shall be looking at the different ways one can model chaotic time series. the reason we are going to look at a range of methods is that different methods are ""good"" for different applications. as the ""goodness"" of a model is subjective to the task one wishes to do, we will investigate a selected models and compare the prediction to see how one goes about testing a model.",,2011-07-31,,['vincent mellor']
1108.1884,estimation of parameters in dna mixture analysis,stat.me,"in cowell et al. (2007), a bayesian network for analysis of mixed traces of dna was presented using gamma distributions for modelling peak sizes in the electropherogram. it was demonstrated that the analysis was sensitive to the choice of a variance factor and hence this should be adapted to any new trace analysed. in the present paper we discuss how the variance parameter can be estimated by maximum likelihood to achieve this. the unknown proportions of dna from each contributor can similarly be estimated by maximum likelihood jointly with the variance parameter. furthermore we discuss how to incorporate prior knowledge about the parameters in a bayesian analysis. the proposed estimation methods are illustrated through a few examples of applications for calculating evidential value in casework and for mixture deconvolution.",10.1080/02664763.2013.817549,2011-08-09,2013-06-20,"['therese graversen', 'steffen lauritzen']"
1108.2840,generalised elastic nets,q-bio.nc cs.lg stat.ml,"the elastic net was introduced as a heuristic algorithm for combinatorial optimisation and has been applied, among other problems, to biological modelling. it has an energy function which trades off a fitness term against a tension term. in the original formulation of the algorithm the tension term was implicitly based on a first-order derivative. in this paper we generalise the elastic net model to an arbitrary quadratic tension term, e.g. derived from a discretised differential operator, and give an efficient learning algorithm. we refer to these as generalised elastic nets (gens). we give a theoretical analysis of the tension term for 1d nets with periodic boundary conditions, and show that the model is sensitive to the choice of finite difference scheme that represents the discretised derivative. we illustrate some of these issues in the context of cortical map models, by relating the choice of tension term to a cortical interaction function. in particular, we prove that this interaction takes the form of a mexican hat for the original elastic net, and of progressively more oscillatory mexican hats for higher-order derivatives. the results apply not only to generalised elastic nets but also to other methods using discrete differential penalties, and are expected to be useful in other areas, such as data analysis, computer graphics and optimisation problems.",,2011-08-13,,"['miguel á. carreira-perpiñán', 'geoffrey j. goodhill']"
1108.4912,the importance of prior choice in model selection: a density dependence   example,stat.me,"we perform a bayesian analysis on abundance data for ten species of north american duck, using the results to investigate the evidence in favour of biologically motivated hypotheses about the causes and mechanisms of density dependence in these species. we explore the capabilities of our methods to detect density dependent effects, both by simulation and through analyzes of real data. the effect of the prior choice on predictive accuracy is also examined. we conclude that our priors, which are motivated by considering the dynamics of the system of interest, offer clear advances over the priors used by previous authors for the duck data sets. we use this analysis as a motivating example to demonstrate the importance of careful parameter prior selection if we are to perform a balanced model selection procedure. we also present some simple guidelines that can be followed in a wide variety of modelling frameworks where vague parameter prior choice is not a viable option. these will produce parameter priors that not only greatly reduce bias in selecting certain models, but improve the predictive ability of the resulting model-averaged predictor.",,2011-08-24,,"['james d. lawrence', 'dr. robert b. gramacy', 'dr. len thomas', 'prof. stephen t. buckland']"
1109.0863,identifying differentially expressed transcripts from rna-seq data with   biological variation,q-bio.gn stat.ap,"motivation: high-throughput sequencing enables expression analysis at the level of individual transcripts. the analysis of transcriptome expression levels and differential expression estimation requires a probabilistic approach to properly account for ambiguity caused by shared exons and finite read sampling as well as the intrinsic biological variance of transcript expression.   results: we present bitseq (bayesian inference of transcripts from sequencing data), a bayesian approach for estimation of transcript expression level from rna-seq experiments. inferred relative expression is represented by markov chain monte carlo (mcmc) samples from the posterior probability distribution of a generative model of the read data. we propose a novel method for differential expression analysis across replicates which propagates uncertainty from the sample-level model while modelling biological variance using an expression-level-dependent prior. we demonstrate the advantages of our method using simulated data as well as an rna-seq dataset with technical and biological replication for both studied conditions.   availability: the implementation of the transcriptome expression estimation and differential expression analysis, bitseq, has been written in c++.",10.1093/bioinformatics/bts260,2011-09-05,2012-03-05,"['peter glaus', 'antti honkela', 'magnus rattray']"
1109.4706,on the fitting of mixtures of multivariate skew t-distributions via the   em algorithm,stat.me,"we show how the expectation-maximization (em) algorithm can be applied exactly for the fitting of mixtures of general multivariate skew t (mst) distributions, eliminating the need for computationally expensive monte carlo estimation. finite mixtures of mst distributions have proven to be useful in modelling heterogeneous data with asymmetric and heavy tail behaviour. recently, they have been exploited as an effective tool for modelling flow cytometric data. however, without restrictions on the the characterizations of the component skew t-distributions, monte carlo methods have been used to fit these models. in this paper, we show how the em algorithm can be implemented for the iterative computation of the maximum likelihood estimates of the model parameters without resorting to monte carlo methods for mixtures with unrestricted mst components. the fast calculation of semi-infinite integrals on the e-step of the em algorithm is effected by noting that they can be put in the form of moments of the truncated multivariate t-distribution, which subsequently can be expressed in terms of the non-truncated form of the t-distribution function for which fast algorithms are available. we demonstrate the usefulness of the proposed methodology by some applications to three real data sets.",,2011-09-22,2012-09-05,"['s. x. lee', 'g. j. mclachlan']"
1109.5894,learning item trees for probabilistic modelling of implicit feedback,cs.lg stat.ml,"user preferences for items can be inferred from either explicit feedback, such as item ratings, or implicit feedback, such as rental histories. research in collaborative filtering has concentrated on explicit feedback, resulting in the development of accurate and scalable models. however, since explicit feedback is often difficult to collect it is important to develop effective models that take advantage of the more widely available implicit feedback. we introduce a probabilistic approach to collaborative filtering with implicit feedback based on modelling the user's item selection process. in the interests of scalability, we restrict our attention to tree-structured distributions over items and develop a principled and efficient algorithm for learning item trees from data. we also identify a problem with a widely used protocol for evaluating implicit feedback models and propose a way of addressing it using a small quantity of explicit feedback data.",,2011-09-27,,"['andriy mnih', 'yee whye teh']"
1109.6042,some fundamental properties of a multivariate von mises distribution,math.st stat.th,"in application areas like bioinformatics multivariate distributions on angles are encountered which show significant clustering. one approach to statistical modelling of such situations is to use mixtures of unimodal distributions. in the literature (mardia et al., 2011), the multivariate von mises distribution, also known as the multivariate sine distribution, has been suggested for components of such models, but work in the area has been hampered by the fact that no good criteria for the von mises distribution to be unimodal were available. in this article we study the question about when a multivariate von mises distribution is unimodal. we give sufficient criteria for this to be the case and show examples of distributions with multiple modes when these criteria are violated. in addition, we propose a method to generate samples from the von mises distribution in the case of high concentration.",10.1080/03610926.2012.670353,2011-09-27,2013-07-05,"['kanti v. mardia', 'jochen voss']"
1109.6804,comparing probabilistic models for melodic sequences,stat.ml,"modelling the real world complexity of music is a challenge for machine learning. we address the task of modeling melodic sequences from the same music genre. we perform a comparative analysis of two probabilistic models; a dirichlet variable length markov model (dirichlet-vmm) and a time convolutional restricted boltzmann machine (tc-rbm). we show that the tc-rbm learns descriptive music features, such as underlying chords and typical melody transitions and dynamics. we assess the models for future prediction and compare their performance to a vmm, which is the current state of the art in melody generation. we show that both models perform significantly better than the vmm, with the dirichlet-vmm marginally outperforming the tc-rbm. finally, we evaluate the short order statistics of the models, using the kullback-leibler divergence between test sequences and model samples, and show that our proposed methods match the statistics of the music genre significantly better than the vmm.",,2011-09-30,,"['athina spiliopoulou', 'amos storkey']"
1110.2894,two algorithms for fitting constrained marginal models,stat.co stat.me,"we study in detail the two main algorithms which have been considered for fitting constrained marginal models to discrete data, one based on lagrange multipliers and the other on a regression model. we show that the updates produced by the two methods are identical, but that the lagrangian method is more efficient in the case of identically distributed observations. we provide a generalization of the regression algorithm for modelling the effect of exogenous individual-level covariates, a context in which the use of the lagrangian algorithm would be infeasible for even moderate sample sizes. an extension of the method to likelihood-based estimation under $l_1$-penalties is also considered.",10.1016/j.csda.2013.02.001,2011-10-13,2012-12-24,"['robin j. evans', 'antonio forcina']"
1110.4400,functional uniform priors for nonlinear modelling,stat.co stat.me,"this paper considers the topic of finding prior distributions when a major component of the statistical model depends on a nonlinear function. using results on how to construct uniform distributions in general metric spaces, we propose a prior distribution that is uniform in the space of functional shapes of the underlying nonlinear function and then back-transform to obtain a prior distribution for the original model parameters. the primary application considered in this article is nonlinear regression, but the idea might be of interest beyond this case. for nonlinear regression the so constructed priors have the advantage that they are parametrization invariant and do not violate the likelihood principle, as opposed to uniform distributions on the parameters or the jeffrey's prior, respectively. the utility of the proposed priors is demonstrated in the context of nonlinear regression modelling in clinical dose-finding trials, through a real data example and simulation. in addition the proposed priors are used for calculation of an optimal bayesian design.",10.1111/j.1541-0420.2012.01747.x,2011-10-19,,['björn bornkamp']
1110.4713,kernel topic models,cs.lg stat.ml,"latent dirichlet allocation models discrete data as a mixture of discrete distributions, using dirichlet beliefs over the mixture weights. we study a variation of this concept, in which the documents' mixture weight beliefs are replaced with squashed gaussian distributions. this allows documents to be associated with elements of a hilbert space, admitting kernel topic models (ktm), modelling temporal, spatial, hierarchical, social and other structure between documents. the main challenge is efficient approximate inference on the latent gaussian. we present an approximate algorithm cast around a laplace approximation in a transformed basis. the ktm can also be interpreted as a type of gaussian process latent variable model, or as a topic model conditional on document features, uncovering links between earlier work in these areas.",,2011-10-21,,"['philipp hennig', 'david stern', 'ralf herbrich', 'thore graepel']"
1110.6054,lgcp an r package for inference with spatio-temporal log-gaussian cox   processes,stat.co,"this paper introduces an r package for spatio-temporal prediction and forecasting for log-gaussian cox processes. the main computational tool for these models is markov chain monte carlo and the new package, lgcp, therefore also provides an extensible suite of functions for implementing mcmc algorithms for processes of this type. the modelling framework and details of inferential procedures are first presented before a tour of lgcp functionality is given via a walk-through data-analysis. topics covered include reading in and converting data, estimation of the key components and parameters of the model, specifying output and simulation quantities, computation of monte carlo expectations, post-processing and simulation of data sets.",,2011-10-27,,"['benjamin m. taylor', 'tilman m. davies', 'barry s. rowlingson', 'peter j. diggle']"
1111.2411,an individual-based model of infection spread in an urban environment,q-bio.pe stat.ap,"an individual-based model of the infectious disease spread among the urban population is considered. a system of stochastic equations, which describes changes in quantities of four population groups, susceptible, exposed, infected individuals and individuals in the state of remission, is built. the system of equations of the model is supplemented with correlations, which consider disease heaviness and duration for every infected individual. an algorithm and a modelling program based on monte-carlo methods which allows to investigate the group number dynamics is developed.",,2011-11-10,,['vasiliy leonenko']
1111.6899,extended generalised pareto models for tail estimation,stat.me stat.ap,"the most popular approach in extreme value statistics is the modelling of threshold exceedances using the asymptotically motivated generalised pareto distribution. this approach involves the selection of a high threshold above which the model fits the data well. sometimes, few observations of a measurement process might be recorded in applications and so selecting a high quantile of the sample as the threshold leads to almost no exceedances. in this paper we propose extensions of the generalised pareto distribution that incorporate an additional shape parameter while keeping the tail behaviour unaffected. the inclusion of this parameter offers additional structure for the main body of the distribution, improves the stability of the modified scale, tail index and return level estimates to threshold choice and allows a lower threshold to be selected. we illustrate the benefits of the proposed models with a simulation study and two case studies.",10.1016/j.jspi.2012.07.001,2011-11-29,,"['ioannis papastathopoulos', 'jonathan a. tawn']"
1112.0152,a skew-t-normal multi-level reduced-rank functional pca model with   applications to replicated `omics time series data sets,stat.me,"a powerful study design in the fields of genomics and metabolomics is the 'replicated time course experiment' where individual time series are observed for a sample of biological units, such as human patients, termed replicates. standard practice for analysing these data sets is to fit each variable (e.g. gene transcript) independently with a functional mixed-effects model to account for between-replicate variance. however, such an independence assumption is biologically implausible given that the variables are known to be highly correlated.   in this article we present a skew-t-normal multi-level reduced-rank functional principal components analysis (fpca) model for simultaneously modelling the between-variable and between-replicate variance. the reduced-rank fpca model is computationally efficient and, analogously with a standard pca for vectorial data, provides a low dimensional representation that can be used to identify the major patterns of temporal variation. using an example case study exploring the genetic response to bcg infection we demonstrate that these low dimensional representations are eminently biologically interpretable. we also show using a simulation study that modelling all variables simultaneously greatly reduces the estimation error compared to the independence assumption.",,2011-12-01,,"['maurice berk', 'giovanni montana']"
1112.4204,bayesian approaches to copula modelling,stat.me,"copula models have become one of the most widely used tools in the applied modelling of multivariate data. similarly, bayesian methods are increasingly used to obtain efficient likelihood-based inference. however, to date, there has been only limited use of bayesian approaches in the formulation and estimation of copula models. this article aims to address this shortcoming in two ways. first, to introduce copula models and aspects of copula theory that are especially relevant for a bayesian analysis. second, to outline bayesian approaches to formulating and estimating copula models, and their advantages over alternative methods. copulas covered include archimedean, copulas constructed by inversion, and vine copulas; along with their interpretation as transformations. a number of parameterisations of a correlation matrix of a gaussian copula are considered, along with hierarchical priors that allow for bayesian selection and model averaging for each parameterisation. markov chain monte carlo sampling schemes for fitting gaussian and d-vine copulas, with and without selection, are given in detail. the relationship between the prior for the parameters of a d-vine, and the prior for a correlation matrix of a gaussian copula, is discussed. last, it is shown how to compute bayesian inference when the data are discrete-valued using data augmentation. this approach generalises popular bayesian methods for the estimation of models for multivariate binary and other ordinal data to more general copula models. bayesian data augmentation has substantial advantages over other methods of estimation for this class of models.",10.1093/acprof:oso/9780199695607.001.0001,2011-12-18,,['michael stanley smith']
1112.5389,bayesian analysis of hierarchical multi-fidelity codes,math.st stat.th,"this paper deals with the gaussian process based approximation of a code which can be run at different levels of accuracy. this method, which is a particular case of co-kriging, allows us to improve a surrogate model of a complex computer code using fast approximations of it. in particular, we focus on the case of a large number of code levels on the one hand and on a bayesian approach when we have two levels on the other hand. the main results of this paper are a new approach to estimate the model parameters which provides a closed form expression for an important parameter of the model (the scale factor), a reduction of the numerical complexity by simplifying the covariance matrix inversion, and a new bayesian modelling that gives an explicit representation of the joint distribution of the parameters and that is not computationally expensive. a thermodynamic example is used to illustrate the comparison between 2-level and 3-level co-kriging.",,2011-12-22,2012-09-24,['loic le gratiet']
1201.0155,carma processes driven by non-gaussian noise,math.pr math.st stat.th,"we present an outline of the theory of certain l\'evy-driven, multivariate stochastic processes, where the processes are represented by rational transfer functions (continuous-time autoregressive moving average or carma models) and their applications in non-gaussian time series modelling. we discuss in detail their definition, their spectral representation, the equivalence to linear state space models and further properties like the second order structure and the tail behaviour under a heavy-tailed input. furthermore, we study the estimation of the parameters using quasi-maximum likelihood estimates for the auto-regressive and moving average parameters, as well as how to estimate the driving l\'evy process.",,2011-12-30,,['robert stelzer']
1201.0633,general bound of overfitting for mlp regression models,math.st stat.th,"multilayer perceptrons (mlp) with one hidden layer have been used for a long time to deal with non-linear regression. however, in some task, mlp's are too powerful models and a small mean square error (mse) may be more due to overfitting than to actual modelling. if the noise of the regression model is gaussian, the overfitting of the model is totally determined by the behavior of the likelihood ratio test statistic (lrts), however in numerous cases the assumption of normality of the noise is arbitrary if not false. in this paper, we present an universal bound for the overfitting of such model under weak assumptions, this bound is valid without gaussian or identifiability assumptions. the main application of this bound is to give a hint about determining the true architecture of the mlp model when the number of data goes to infinite. as an illustration, we use this theoretical result to propose and compare effective criteria to find the true architecture of an mlp.",10.1016/j.neucom.2011.11.028,2012-01-03,,['joseph rynkiewicz']
1201.1461,a class of infinitely divisible multivariate and matrix gamma   distributions and cone-valued generalised gamma convolutions,math.pr math.st stat.th,"classes of multivariate and cone valued infinitely divisible gamma distributions are introduced. particular emphasis is put on the cone-valued case, due to the relevance of infinitely divisible distributions on the positive semi-definite matrices in applications. the cone-valued class of generalised gamma convolutions is studied. in particular, a characterisation in terms of an it\^o-wiener integral with respect to an infinitely divisible random measure associated to the jumps of a l\'evy process is established.   a new example of an infinitely divisible positive definite gamma random matrix is introduced. it has properties which make it appealing for modelling under an infinite divisibility framework. an interesting relation of the moments of the l\'evy measure and the wishart distribution is highlighted which we suppose to be important when considering the limiting distribution of the eigenvalues .",,2012-01-06,,"['victor pérez-abreu', 'robert stelzer']"
1201.2899,parameter estimation using empirical likelihood combined with market   information,stat.me q-fin.pr,"during the last decade levy processes with jumps have received increasing popularity for modelling market behaviour for both derviative pricing and risk management purposes. chan et al. (2009) introduced the use of empirical likelihood methods to estimate the parameters of various diffusion processes via their characteristic functions which are readily avaiable in most cases. return series from the market are used for estimation. in addition to the return series, there are many derivatives actively traded in the market whose prices also contain information about parameters of the underlying process. this observation motivates us, in this paper, to combine the return series and the associated derivative prices observed at the market so as to provide a more reflective estimation with respect to the market movement and achieve a gain of effciency. the usual asymptotic properties, including consistency and asymptotic normality, are established under suitable regularity conditions. simulation and case studies are performed to demonstrate the feasibility and effectiveness of the proposed method.",,2012-01-13,,"['steven kou', 'tony sit', 'zhiliang ying']"
1201.3245,space-time modelling of extreme events,stat.me,"max-stable processes are the natural analogues of the generalized extreme-value distribution for the modelling of extreme events in space and time. under suitable conditions, these processes are asymptotically justified models for maxima of independent replications of random fields, and they are also suitable for the modelling of joint individual extreme measurements over high thresholds. this paper extends a model of schlather (2001) to the space-time framework, and shows how a pairwise censored likelihood can be used for consistent estimation under mild mixing conditions. estimator efficiency is also assessed and the choice of pairs to be included in the pairwise likelihood is discussed based on computations for simple time series models. the ideas are illustrated by an application to hourly precipitation data over switzerland.",10.1111/rssb.12035,2012-01-16,,"['raphaël huser', 'a. c. davison']"
1201.3380,on the relationship between odes and dbns,stat.ap q-bio.qm,"recently, li et al. (bioinformatics 27(19), 2686-91, 2011) proposed a method, called differential equation-based local dynamic bayesian network (deldbn), for reverse engineering gene regulatory networks from time-course data. we commend the authors for an interesting paper that draws attention to the close relationship between dynamic bayesian networks (dbns) and differential equations (des). their central claim is that modifying a dbn to model euler approximations to the gradient rather than expression levels themselves is beneficial for network inference. the empirical evidence provided is based on time-course data with equally-spaced observations. however, as we discuss below, in the particular case of equally-spaced observations, euler approximations and conventional dbns lead to equivalent statistical models that, absent artefacts due to the estimation procedure, yield networks with identical inter-gene edge sets. here, we discuss further the relationship between des and conventional dbns and present new empirical results on unequally spaced data which demonstrate that modelling euler approximations in a dbn can lead to improved network reconstruction.",,2012-01-16,2012-03-02,"['chris. j. oates', 'steven. m. hill', 'sach mukherjee']"
1201.3935,reliability-based design optimization of imperfect shells using adaptive   kriging meta-models,stat.ap,"the optimal and robust design of structures has gained much attention in the past ten years due to the ever increasing need for manufacturers to build robust systems at the lowest cost. reliability-based design optimization (rbdo) allows the analyst to minimize some cost function while ensuring some minimal performances cast as admissible probabilities of failure for a set of performance functions. in order to address real-world problems in which the performance is assessed through computational models (e.g. large scale finite element models) meta-modelling techniques have been developed in the past decade. this paper introduces adaptive kriging surrogate models to solve the rbdo problem. the latter is cast in an augmented space that ""sums up"" the range of the design space and the aleatory uncertainty in the design parameters and the environmental conditions. thus the surrogate model is used (i) for evaluating robust estimates of the probabilities of failure (and for enhancing the computational experimental design by adaptive sampling) in order to achieve the requested accuracy and (ii) for applying the gradient-based optimization algorithm. the approach is applied to the optimal design of imperfect stiffened cylinder shells used in submarine engineering. for this application the performance of the structure is related to buckling which is addressed here by means of the asymptotic numerical method.",,2012-01-18,2012-04-24,"['vincent dubourg', 'jean-marc bourinet', 'bruno sudret']"
1201.5568,dynamic trees for streaming and massive data contexts,stat.me stat.ml,"data collection at a massive scale is becoming ubiquitous in a wide variety of settings, from vast offline databases to streaming real-time information. learning algorithms deployed in such contexts must rely on single-pass inference, where the data history is never revisited. in streaming contexts, learning must also be temporally adaptive to remain up-to-date against unforeseen changes in the data generating mechanism. although rapidly growing, the online bayesian inference literature remains challenged by massive data and transient, evolving data streams. non-parametric modelling techniques can prove particularly ill-suited, as the complexity of the model is allowed to increase with the sample size. in this work, we take steps to overcome these challenges by porting standard streaming techniques, like data discarding and downweighting, into a fully bayesian framework via the use of informative priors and active learning heuristics. we showcase our methods by augmenting a modern non-parametric modelling framework, dynamic trees, and illustrate its performance on a number of practical examples. the end product is a powerful streaming regression and classification tool, whose performance compares favourably to the state-of-the-art.",,2012-01-26,,"['christoforos anagnostopoulos', 'robert b. gramacy']"
1202.0709,mcmc methods for functions: modifying old algorithms to make them faster,stat.co stat.me,"many problems arising in applications result in the need to probe a probability distribution for functions. examples include bayesian nonparametric statistics and conditioned diffusion processes. standard mcmc algorithms typically become arbitrarily slow under the mesh refinement dictated by nonparametric description of the unknown function. we describe an approach to modifying a whole range of mcmc methods, applicable whenever the target measure has density with respect to a gaussian process or gaussian random field reference measure, which ensures that their speed of convergence is robust under mesh refinement. gaussian processes or random fields are fields whose marginal distributions, when evaluated at any finite set of $n$ points, are $\mathbb{r}^n$-valued gaussians. the algorithmic approach that we describe is applicable not only when the desired probability measure has density with respect to a gaussian process or gaussian random field reference measure, but also to some useful non-gaussian reference measures constructed through random truncation. in the applications of interest the data is often sparse and the prior specification is an essential part of the overall modelling strategy. these gaussian-based reference measures are a very flexible modelling tool, finding wide-ranging application. examples are shown in density estimation, data assimilation in fluid mechanics, subsurface geophysics and image registration. the key design principle is to formulate the mcmc method so that it is, in principle, applicable for functions; this may be achieved by use of proposals based on carefully chosen time-discretizations of stochastic dynamical systems which exactly preserve the gaussian reference measure. taking this approach leads to many new algorithms which can be implemented via minor modification of existing algorithms, yet which show enormous speed-up on a wide range of applied problems.",10.1214/13-sts421,2012-02-03,2013-10-10,"['s. l. cotter', 'g. o. roberts', 'a. m. stuart', 'd. white']"
1203.0106,sparsity-promoting bayesian dynamic linear models,stat.me stat.co stat.ml,"sparsity-promoting priors have become increasingly popular over recent years due to an increased number of regression and classification applications involving a large number of predictors. in time series applications where observations are collected over time, it is often unrealistic to assume that the underlying sparsity pattern is fixed. we propose here an original class of flexible bayesian linear models for dynamic sparsity modelling. the proposed class of models expands upon the existing bayesian literature on sparse regression using generalized multivariate hyperbolic distributions. the properties of the models are explored through both analytic results and simulation studies. we demonstrate the model on a financial application where it is shown that it accurately represents the patterns seen in the analysis of stock and derivative data, and is able to detect major events by filtering an artificial portfolio of assets.",,2012-03-01,,"['françois caron', 'luke bornn', 'arnaud doucet']"
1203.1515,multiple change point estimation in stationary ergodic time series,stat.ml cs.it math.it math.st stat.th,"given a heterogeneous time-series sample, the objective is to find points in time (called change points) where the probability distribution generating the data has changed. the data are assumed to have been generated by arbitrary unknown stationary ergodic distributions. no modelling, independence or mixing assumptions are made. a novel, computationally efficient, nonparametric method is proposed, and is shown to be asymptotically consistent in this general framework. the theoretical results are complemented with experimental evaluations.",,2012-03-07,2015-05-11,"['azadeh khaleghi', 'daniil ryabko']"
1203.3083,clustering in networks with the collapsed stochastic block model,stat.co,"an efficient mcmc algorithm is presented to cluster the nodes of a network such that nodes with similar role in the network are clustered together. this is known as block-modelling or block-clustering. the model is the stochastic blockmodel (sbm) with block parameters integrated out. the resulting marginal distribution defines a posterior over the number of clusters and cluster memberships. sampling from this posterior is simpler than from the original sbm as transdimensional mcmc can be avoided. the algorithm is based on the allocation sampler. it requires a prior to be placed on the number of clusters, thereby allowing the number of clusters to be directly estimated by the algorithm, rather than being given as an input parameter. synthetic and real data are used to test the speed and accuracy of the model and algorithm, including the ability to estimate the number of clusters. the algorithm can scale to networks with up to ten thousand nodes and tens of millions of edges.",,2012-03-14,2012-11-08,"['aaron f. mcdaid', 'thomas brendan murphy', 'nial friel', 'neil j hurley']"
1203.3366,enhancing bayesian risk prediction for epidemics using contact tracing,stat.me q-bio.pe,"contact tracing data collected from disease outbreaks has received relatively little attention in the epidemic modelling literature because it is thought to be unreliable: infection sources might be wrongly attributed, or data might be missing due to resource contraints in the questionnaire exercise. nevertheless, these data might provide a rich source of information on disease transmission rate. this paper presents novel methodology for combining contact tracing data with rate-based contact network data to improve posterior precision, and therefore predictive accuracy. we present an advancement in bayesian inference for epidemics that assimilates these data, and is robust to partial contact tracing. using a simulation study based on the british poultry industry, we show how the presence of contact tracing data improves posterior predictive accuracy, and can directly inform a more effective control strategy.",,2012-03-15,,"['chris jewell', 'gareth roberts']"
1203.5446,a bayesian model committee approach to forecasting global solar   radiation,stat.ap cs.lg,"this paper proposes to use a rather new modelling approach in the realm of solar radiation forecasting. in this work, two forecasting models: autoregressive moving average (arma) and neural network (nn) models are combined to form a model committee. the bayesian inference is used to affect a probability to each model in the committee. hence, each model's predictions are weighted by their respective probability. the models are fitted to one year of hourly global horizontal irradiance (ghi) measurements. another year (the test set) is used for making genuine one hour ahead (h+1) out-of-sample forecast comparisons. the proposed approach is benchmarked against the persistence model. the very first results show an improvement brought by this approach.",,2012-03-24,,"['philippe lauret', 'auline rodler', 'marc muselli', 'mathieu david', 'hadja diagne', 'cyril voyant']"
1204.4611,applications of the likelihood theory in finance: modelling and pricing,math.st stat.th,"this paper discusses the connection between mathematical finance and statistical modelling which turns out to be more than a formal mathematical correspondence. we like to figure out how common results and notions in statistics and their meaning can be translated to the world of mathematical finance and vice versa. a lot of similarities can be expressed in terms of lecam's theory for statistical experiments which is the theory of the behaviour of likelihood processes. for positive prices the arbitrage free financial assets fit into filtered experiments. it is shown that they are given by filtered likelihood ratio processes. from the statistical point of view, martingale measures, completeness and pricing formulas are revisited. the pricing formulas for various options are connected with the power functions of tests. for instance the black-scholes price of a european option has an interpretation as bayes risk of a neyman pearson test. under contiguity the convergence of financial experiments and option prices are obtained. in particular, the approximation of ito type price processes by discrete models and the convergence of associated option prices is studied. the result relies on the central limit theorem for statistical experiments, which is well known in statistics in connection with local asymptotic normal (lan) families. as application certain continuous time option prices can be approximated by related discrete time pricing formulas.",,2012-04-20,,"['arnold janssen', 'martin tietje']"
1204.5581,statistical inference for max-stable processes in space and time,stat.me,"max-stable processes have proved to be useful for the statistical modelling of spatial extremes. several representations of max-stable random fields have been proposed in the literature. one such representation is based on a limit of normalized and scaled pointwise maxima of stationary gaussian processes that was first introduced by kabluchko, schlather and de haan (2009).   this paper deals with statistical inference for max-stable space-time processes that are defined in an analogous fashion. we describe pairwise likelihood estimation, where the pairwise density of the process is used to estimate the model parameters and prove strong consistency and asymptotic normality of the parameter estimates for an increasing space-time dimension, i.e., as the joint number of spatial locations and time points tends to infinity. a simulation study shows that the proposed method works well for these models.",,2012-04-25,,"['richard a. davis', 'claudia klüppelberg', 'christina steinkohl']"
1204.5963,on a reliable peer-review process,cs.gt stat.ap stat.ot,"we propose an enhanced peer-review process where the reviewers are encouraged to truthfully disclose their reviews. we start by modelling that process using a bayesian model where the uncertainty regarding the quality of the manuscript is taken into account. after that, we introduce a scoring function to evaluate the reported reviews. under mild assumptions, we show that reviewers strictly maximize their expected scores by telling the truth. we also show how those scores can be used in order to reach consensus.",,2012-04-26,2013-06-26,"['arthur carvalho', 'kate larson']"
1205.1997,model-based clustering in networks with stochastic community finding,stat.co cs.si physics.soc-ph,"in the model-based clustering of networks, blockmodelling may be used to identify roles in the network. we identify a special case of the stochastic block model (sbm) where we constrain the cluster-cluster interactions such that the density inside the clusters of nodes is expected to be greater than the density between clusters. this corresponds to the intuition behind community-finding methods, where nodes tend to clustered together if they link to each other. we call this model stochastic community finding (scf) and present an efficient mcmc algorithm which can cluster the nodes, given the network. the algorithm is evaluated on synthetic data and is applied to a social network of interactions at a karate club and at a monastery, demonstrating how the scf finds the 'ground truth' clustering where sometimes the sbm does not. the scf is only one possible form of constraint or specialization that may be applied to the sbm. in a more supervised context, it may be appropriate to use other specializations to guide the sbm.",,2012-05-09,2012-10-28,"['aaron f. mcdaid', 'brendan thomas murphy', 'nial friel', 'neil j. hurley']"
1205.4159,theory of dependent hierarchical normalized random measures,cs.lg math.st stat.ml stat.th,"this paper presents theory for normalized random measures (nrms), normalized generalized gammas (nggs), a particular kind of nrm, and dependent hierarchical nrms which allow networks of dependent nrms to be analysed. these have been used, for instance, for time-dependent topic modelling. in this paper, we first introduce some mathematical background of completely random measures (crms) and their construction from poisson processes, and then introduce nrms and nggs. slice sampling is also introduced for posterior inference. the dependency operators in poisson processes and for the corresponding crms and nrms is then introduced and posterior inference for the ngg presented. finally, we give dependency and composition results when applying these operators to nrms so they can be used in a network with hierarchical and dependent relations.",,2012-05-18,2012-05-25,"['changyou chen', 'wray buntine', 'nan ding']"
