"","id","title","categories","abstract","doi","created","updated","authors","one_l","astro.ph","cond.mat","gr.qc","hep.ex","hep.lat","hep.ph","hep.th","math.ph","nlin","nucl.ex","nucl.th","physics","quant.ph","math","CoRR","q.bio","q.fin","stat","stat.ap","stat.co","stat.ml","stat.me","stat.ot","stat.th"
"220",1101.1377,"a bayesian graphical modeling approach to microrna regulatory network   inference","stat.ap","it has been estimated that about 30% of the genes in the human genome are regulated by micrornas (mirnas). these are short rna sequences that can down-regulate the levels of mrnas or proteins in animals and plants. genes regulated by mirnas are called targets. typically, methods for target prediction are based solely on sequence data and on the structure information. in this paper we propose a bayesian graphical modeling approach that infers the mirna regulatory network by integrating expression levels of mirnas with their potential mrna targets and, via the prior probability model, with their sequence/structure information. we use a directed graphical model with a particular structure adapted to our data based on biological considerations. we then achieve network inference using stochastic search methods for variable selection that allow us to explore the huge model space via mcmc. a time-dependent coefficients model is also implemented. we consider experimental data from a study on a very well-known developmental toxicant causing neural tube defects, hyperthermia. some of the pairs of target gene and mirna we identify seem very plausible and warrant future investigation. our proposed method is general and can be easily applied to other types of network inference by integrating multiple data sources.","10.1214/10-aoas360","2011-01-07","","['francesco c. stingo', 'yian a. chen', 'marina vannucci', 'marianne barrier', 'philip e. mirkes']",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"221",1101.1402,"model-robust regression and a bayesian ``sandwich'' estimator","stat.ap","we present a new bayesian approach to model-robust linear regression that leads to uncertainty estimates with the same robustness properties as the huber--white sandwich estimator. the sandwich estimator is known to provide asymptotically correct frequentist inference, even when standard modeling assumptions such as linearity and homoscedasticity in the data-generating mechanism are violated. our derivation provides a compelling bayesian justification for using this simple and popular tool, and it also clarifies what is being estimated when the data-generating mechanism is not linear. we demonstrate the applicability of our approach using a simulation study and health care cost data from an evaluation of the washington state basic health plan.","10.1214/10-aoas362","2011-01-07","","['adam a. szpiro', 'kenneth m. rice', 'thomas lumley']",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"222",1101.2017,"bayesian nonparametric covariance regression","stat.me stat.ml","although there is a rich literature on methods for allowing the variance in a univariate regression model to vary with predictors, time and other factors, relatively little has been done in the multivariate case. our focus is on developing a class of nonparametric covariance regression models, which allow an unknown p x p covariance matrix to change flexibly with predictors. the proposed modeling framework induces a prior on a collection of covariance matrices indexed by predictors through priors for predictor-dependent loadings matrices in a factor model. in particular, the predictor-dependent loadings are characterized as a sparse combination of a collection of unknown dictionary functions (e.g, gaussian process random functions). the induced covariance is then a regularized quadratic function of these dictionary elements. our proposed framework leads to a highly-flexible, but computationally tractable formulation with simple conjugate posterior updates that can readily handle missing data. theoretical properties are discussed and the methods are illustrated through simulations studies and an application to the google flu trends data.","","2011-01-10","2011-02-08","['emily fox', 'david dunson']",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"223",1101.2157,"modeling and control of thermostatically controlled loads","cond-mat.stat-mech nlin.ao stat.ap","as the penetration of intermittent energy sources grows substantially, loads will be required to play an increasingly important role in compensating the fast time-scale fluctuations in generated power. recent numerical modeling of thermostatically controlled loads (tcls) has demonstrated that such load following is feasible, but analytical models that satisfactorily quantify the aggregate power consumption of a group of tcls are desired to enable controller design. we develop such a model for the aggregate power response of a homogeneous population of tcls to uniform variation of all tcl setpoints. a linearized model of the response is derived, and a linear quadratic regulator (lqr) has been designed. using the tcl setpoint as the control input, the lqr enables aggregate power to track reference signals that exhibit step, ramp and sinusoidal variations. although much of the work assumes a homogeneous population of tcls with deterministic dynamics, we also propose a method for probing the dynamics of systems where load characteristics are not well known.","","2011-01-11","","['soumya kundu', 'nikolai sinitsyn', 'scott backhaus', 'ian hiskens']",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"224",1101.2592,"an exponential random graph modeling approach to creating group-based   representative whole-brain connectivity networks","stat.ap q-bio.nc q-bio.qm","group-based brain connectivity networks have great appeal for researchers interested in gaining further insight into complex brain function and how it changes across different mental states and disease conditions. accurately constructing these networks presents a daunting challenge given the difficulties associated with accounting for inter-subject topological variability. viable approaches to this task must engender networks that capture the constitutive topological properties of the group of subjects' networks that it is aiming to represent. the conventional approach has been to use a mean or median correlation network (achard et al., 2006; song et al., 2009) to embody a group of networks. however, the degree to which their topological properties conform with those of the groups that they are purported to represent has yet to be explored. here we investigate the performance of these mean and median correlation networks. we also propose an alternative approach based on an exponential random graph modeling framework and compare its performance to that of the aforementioned conventional approach. simpson et al. (2010) illustrated the utility of exponential random graph models (ergms) for creating brain networks that capture the topological characteristics of a single subject's brain network. however, their advantageousness in the context of producing a brain network that ""represents"" a group of brain networks has yet to be examined. here we show that our proposed ergm approach outperforms the conventional mean and median correlation based approaches and provides an accurate and flexible method for constructing group-based representative brain networks.","","2011-01-13","2011-11-16","['sean l. simpson', 'malaak n. moussa', 'paul j. laurienti']",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"225",1102.1492,"on nonparametric guidance for learning autoencoder representations","stat.ml","unsupervised discovery of latent representations, in addition to being useful for density modeling, visualisation and exploratory data analysis, is also increasingly important for learning features relevant to discriminative tasks. autoencoders, in particular, have proven to be an effective way to learn latent codes that reflect meaningful variations in data. a continuing challenge, however, is guiding an autoencoder toward representations that are useful for particular tasks. a complementary challenge is to find codes that are invariant to irrelevant transformations of the data. the most common way of introducing such problem-specific guidance in autoencoders has been through the incorporation of a parametric component that ties the latent representation to the label information. in this work, we argue that a preferable approach relies instead on a nonparametric guidance mechanism. conceptually, it ensures that there exists a function that can predict the label information, without explicitly instantiating that function. the superiority of this guidance mechanism is confirmed on two datasets. in particular, this approach is able to incorporate invariance information (lighting, elevation, etc.) from the small norb object recognition dataset and yields state-of-the-art performance for a single layer, non-convolutional network.","","2011-02-07","2011-10-25","['jasper snoek', 'ryan prescott adams', 'hugo larochelle']",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"226",1102.4399,"semi-supervised logistic discrimination for functional data","stat.me stat.ml","multi-class classification methods based on both labeled and unlabeled functional data sets are discussed. we present a semi-supervised logistic model for classification in the context of functional data analysis. unknown parameters in our proposed model are estimated by regularization with the help of em algorithm. a crucial point in the modeling procedure is the choice of a regularization parameter involved in the semi-supervised functional logistic model. in order to select the adjusted parameter, we introduce model selection criteria from information-theoretic and bayesian viewpoints. monte carlo simulations and a real data analysis are given to examine the effectiveness of our proposed modeling strategy.","","2011-02-21","2012-05-28","['shuichi kawano', 'sadanori konishi']",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"227",1102.5509,"probabilistic analysis of the human transcriptome with side information","stat.ml cs.ce q-bio.gn q-bio.mn q-bio.qm stat.ap stat.me","understanding functional organization of genetic information is a major challenge in modern biology. following the initial publication of the human genome sequence in 2001, advances in high-throughput measurement technologies and efficient sharing of research material through community databases have opened up new views to the study of living organisms and the structure of life. in this thesis, novel computational strategies have been developed to investigate a key functional layer of genetic information, the human transcriptome, which regulates the function of living cells through protein synthesis. the key contributions of the thesis are general exploratory tools for high-throughput data analysis that have provided new insights to cell-biological networks, cancer mechanisms and other aspects of genome function.   a central challenge in functional genomics is that high-dimensional genomic observations are associated with high levels of complex and largely unknown sources of variation. by combining statistical evidence across multiple measurement sources and the wealth of background information in genomic data repositories it has been possible to solve some the uncertainties associated with individual observations and to identify functional mechanisms that could not be detected based on individual measurement sources. statistical learning and probabilistic models provide a natural framework for such modeling tasks. open source implementations of the key methodological contributions have been released to facilitate further adoption of the developed methods by the research community.","","2011-02-27","","['leo lahti']",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
"228",1103.0769,"sparse volterra and polynomial regression models: recoverability and   estimation","cs.lg cs.it math.it stat.ml","volterra and polynomial regression models play a major role in nonlinear system identification and inference tasks. exciting applications ranging from neuroscience to genome-wide association analysis build on these models with the additional requirement of parsimony. this requirement has high interpretative value, but unfortunately cannot be met by least-squares based or kernel regression methods. to this end, compressed sampling (cs) approaches, already successful in linear regression settings, can offer a viable alternative. the viability of cs for sparse volterra and polynomial models is the core theme of this work. a common sparse regression task is initially posed for the two models. building on (weighted) lasso-based schemes, an adaptive rls-type algorithm is developed for sparse polynomial regressions. the identifiability of polynomial models is critically challenged by dimensionality. however, following the cs principle, when these models are sparse, they could be recovered by far fewer measurements. to quantify the sufficient number of measurements for a given level of sparsity, restricted isometry properties (rip) are investigated in commonly met polynomial regression settings, generalizing known results for their linear counterparts. the merits of the novel (weighted) adaptive cs algorithms to sparse polynomial modeling are verified through synthetic as well as real data tests for genotype-phenotype analysis.","10.1109/tsp.2011.2165952","2011-03-03","2011-09-06","['vassilis kekatos', 'georgios b. giannakis']",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"229",1103.1046,"bayesian design of synthetic biological systems","q-bio.mn stat.ap","here we introduce a new design framework for synthetic biology that exploits the advantages of bayesian model selection. we will argue that the difference between inference and design is that in the former we try to reconstruct the system that has given rise to the data that we observe, while in the latter, we seek to construct the system that produces the data that we would like to observe, i.e. the desired behavior. our approach allows us to exploit methods from bayesian statistics, including efficient exploration of models spaces and high-dimensional parameter spaces, and the ability to rank models with respect to their ability to generate certain types of data. bayesian model selection furthermore automatically strikes a balance between complexity and (predictive or explanatory) performance of mathematical models. in order to deal with the complexities of molecular systems we employ an approximate bayesian computation scheme which only requires us to simulate from different competing models in order to arrive at rational criteria for choosing between them. we illustrate the advantages resulting from combining the design and modeling (or in-silico prototyping) stages currently seen as separate in synthetic biology by reference to deterministic and stochastic model systems exhibiting adaptive and switch-like behavior, as well as bacterial two-component signaling systems.","10.1073/pnas.1017972108","2011-03-05","","['chris barnes', 'daniel silk', 'xia sheng', 'michael p. h. stumpf']",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"230",1103.1805,"probability boxes on totally preordered spaces for multivariate   modelling","math.pr math.st stat.co stat.th","a pair of lower and upper cumulative distribution functions, also called probability box or p-box, is among the most popular models used in imprecise probability theory. they arise naturally in expert elicitation, for instance in cases where bounds are specified on the quantiles of a random variable, or when quantiles are specified only at a finite number of points. many practical and formal results concerning p-boxes already exist in the literature. in this paper, we provide new efficient tools to construct multivariate p-boxes and develop algorithms to draw inferences from them. for this purpose, we formalise and extend the theory of p-boxes using walley's behavioural theory of imprecise probabilities, and heavily rely on its notion of natural extension and existing results about independence modeling. in particular, we allow p-boxes to be defined on arbitrary totally preordered spaces, hence thereby also admitting multivariate p-boxes via probability bounds over any collection of nested sets. we focus on the cases of independence (using the factorization property), and of unknown dependence (using the fr\'echet bounds), and we show that our approach extends the probabilistic arithmetic of williamson and downs. two design problems---a damped oscillator, and a river dike---demonstrate the practical feasibility of our results.","10.1016/j.ijar.2011.02.001","2011-03-09","2011-03-29","['matthias c. m. troffaes', 'sebastien destercke']",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
"231",1103.3967,"a new selection method for high-dimensionial instrumental setting:   application to the growth rate convergence hypothesis","math.st stat.th","this paper investigates the problem of selecting variables in regression-type models for an ""instrumental"" setting. our study is motivated by empirically verifying the conditional convergence hypothesis used in the economical literature concerning the growth rate. to avoid unnecessary discussion about the choice and the pertinence of instrumental variables, we embed the model in a very high dimensional setting. we propose a selection procedure with no optimization step called lola, for learning out of leaders with adaptation. lola is an auto-driven algorithm with two thresholding steps. the consistency of the procedure is proved under sparsity conditions and simulations are conducted to illustrate the practical good performances of lola. the behavior of the algorithm is studied when instrumental variables are artificially added without a priori significant connection to the model. using our algorithm, we provide a solution for modeling the link between the growth rate and the initial level of the gross domestic product and empirically prove the convergence hypothesis.","","2011-03-21","","['mathilde mougeot', 'dominique picard', 'karine tribouley']",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"232",1103.4615,"statistical inference for valued-edge networks: generalized exponential   random graph models","physics.data-an stat.me","across the sciences, the statistical analysis of networks is central to the production of knowledge on relational phenomena. because of their ability to model the structural generation of networks, exponential random graph models are a ubiquitous means of analysis. however, they are limited by an inability to model networks with valued edges. we solve this problem by introducing a class of generalized exponential random graph models capable of modeling networks whose edges are valued, thus greatly expanding the scope of networks applied researchers can subject to statistical analysis.","10.1371/journal.pone.0030136","2011-03-23","","['bruce a. desmarais', 'skyler j. cranmer']",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"233",1103.4789,"the discrete infinite logistic normal distribution","stat.ml","we present the discrete infinite logistic normal distribution (diln), a bayesian nonparametric prior for mixed membership models. diln is a generalization of the hierarchical dirichlet process (hdp) that models correlation structure between the weights of the atoms at the group level. we derive a representation of diln as a normalized collection of gamma-distributed random variables, and study its statistical properties. we consider applications to topic modeling and derive a variational inference algorithm for approximate posterior inference. we study the empirical performance of the diln topic model on four corpora, comparing performance with the hdp and the correlated topic model (ctm). to deal with large-scale data sets, we also develop an online inference algorithm for diln and compare with online hdp and online lda on the nature magazine, which contains approximately 350,000 articles.","","2011-03-24","2012-04-19","['john paisley', 'chong wang', 'david blei']",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"234",1103.5178,"logistic network regression for scalable analysis of networks with joint   edge/vertex dynamics","stat.me stat.ap","network dynamics may be viewed as a process of change in the edge structure of a network, in the vertex set on which edges are defined, or in both simultaneously. though early studies of such processes were primarily descriptive, recent work on this topic has increasingly turned to formal statistical models. while showing great promise, many of these modern dynamic models are computationally intensive and scale very poorly in the size of the network under study and/or the number of time points considered. likewise, currently employed models focus on edge dynamics, with little support for endogenously changing vertex sets. here, we show how an existing approach based on logistic network regression can be extended to serve as highly scalable framework for modeling large networks with dynamic vertex sets. we place this approach within a general dynamic exponential family (ergm) context, clarifying the assumptions underlying the framework (and providing a clear path for extensions), and show how model assessment methods for cross-sectional networks can be extended to the dynamic case. finally, we illustrate this approach on a classic data set involving interactions among windsurfers on a california beach.","","2011-03-26","","['zack w. almquist', 'carter t. butts']",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"235",1103.5921,"a new bivariate extension of fgm copulas","math.st stat.th","we propose a new family of copulas generalizing the   farlie-gumbel-morgenstern family and generated by two univariate functions. the main feature of this family is to permit the modeling of high positive dependence. in particular, it is established that the range of the spearman's rho is [-3/4,1] and that the upper tail dependence coefficient can reach any value in [0,1]. necessary and sufficient conditions are given on the generating functions in order to obtain various dependence properties. some examples of parametric subfamilies are provided.","","2011-03-30","","['cécile amblard', 'stéphane girard']",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"236",1104.0455,"robust nonparametric regression via sparsity control with application to   load curve data cleansing","stat.ml","nonparametric methods are widely applicable to statistical inference problems, since they rely on a few modeling assumptions. in this context, the fresh look advocated here permeates benefits from variable selection and compressive sampling, to robustify nonparametric regression against outliers - that is, data markedly deviating from the postulated models. a variational counterpart to least-trimmed squares regression is shown closely related to an l0-(pseudo)norm-regularized estimator, that encourages sparsity in a vector explicitly modeling the outliers. this connection suggests efficient solvers based on convex relaxation, which lead naturally to a variational m-type estimator equivalent to the least-absolute shrinkage and selection operator (lasso). outliers are identified by judiciously tuning regularization parameters, which amounts to controlling the sparsity of the outlier vector along the whole robustification path of lasso solutions. reduced bias and enhanced generalization capability are attractive features of an improved estimator obtained after replacing the l0-(pseudo)norm with a nonconvex surrogate. the novel robust spline-based smoother is adopted to cleanse load curve data, a key task aiding operational decisions in the envisioned smart grid system. computer simulations and tests on real load curve data corroborate the effectiveness of the novel sparsity-controlling robust estimators.","10.1109/tsp.2011.2181837","2011-04-03","","['gonzalo mateos', 'georgios b. giannakis']",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"237",1104.0554,"high frequency sampling of a continuous-time arma process","math.st math.pr math.sp stat.th","continuous-time autoregressive moving average (carma) processes have recently been used widely in the modeling of non-uniformly spaced data and as a tool for dealing with high-frequency data of the form $y_{n\delta}, n=0,1,2,...$, where $\delta$ is small and positive. such data occur in many fields of application, particularly in finance and the study of turbulence. this paper is concerned with the characteristics of the process $(y_{n\delta})_{n\in\bbz}$, when $\delta$ is small and the underlying continuous-time process $(y_t)_{t\in\bbr}$ is a specified carma process.","10.1111/j.1467-9892.2011.00748.x","2011-04-04","","['peter j. brockwell', 'vincenzo ferrazzano', 'claudia klüppelberg']",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"238",1104.1162,"gemtools: a fast and efficient approach to estimating genetic ancestry","stat.ap","to uncover the genetic basis of complex disease, individuals are often measured at a large number of genetic variants (usually snps) across the genome. gemtools provides computationally efficient tools for modeling genetic ancestry based on snp genotypes. the main algorithm creates an eigenmap based on genetic similarities, and then clusters subjects based on their map position. this process is continued iteratively until each cluster is relatively homogeneous. for genetic association studies, gemtools matches cases and controls based on genetic similarity.","","2011-04-06","","['lambertus klei', 'brian p. kent', 'nadine melhem', 'bernie devlin', 'kathryn roeder']",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"239",1104.1992,"unified treatment of hidden markov switching models","stat.ml","many real-world problems encountered in several disciplines deal with the modeling of time-series containing different underlying dynamical regimes, for which probabilistic approaches are very often employed. in this paper we describe several such approaches in the common framework of graphical models. we give a unified overview of models previously introduced in the literature, which is simpler and more comprehensive than previous descriptions and enables us to highlight commonalities and differences among models that were not observed in the past. in addition, we present several new models and inference routines, which are naturally derived within this unified viewpoint.","","2011-04-11","","['silvia chiappa']",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"240",1104.2703,"a spatial analysis of multivariate output from regional climate models","stat.ap","climate models have become an important tool in the study of climate and climate change, and ensemble experiments consisting of multiple climate-model runs are used in studying and quantifying the uncertainty in climate-model output. however, there are often only a limited number of model runs available for a particular experiment, and one of the statistical challenges is to characterize the distribution of the model output. to that end, we have developed a multivariate hierarchical approach, at the heart of which is a new representation of a multivariate markov random field. this approach allows for flexible modeling of the multivariate spatial dependencies, including the cross-dependencies between variables. we demonstrate this statistical model on an ensemble arising from a regional-climate-model experiment over the western united states, and we focus on the projected change in seasonal temperature and precipitation over the next 50 years.","10.1214/10-aoas369","2011-04-14","","['stephan r. sain', 'reinhard furrer', 'noel cressie']",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"241",1104.2805,"encoding and decoding v1 fmri responses to natural images with sparse   nonparametric models","stat.ap","functional mri (fmri) has become the most common method for investigating the human brain. however, fmri data present some complications for statistical analysis and modeling. one recently developed approach to these data focuses on estimation of computational encoding models that describe how stimuli are transformed into brain activity measured in individual voxels. here we aim at building encoding models for fmri signals recorded in the primary visual cortex of the human brain. we use residual analyses to reveal systematic nonlinearity across voxels not taken into account by previous models. we then show how a sparse nonparametric method [j. roy. statist. soc. ser. b 71 (2009b) 1009-1030] can be used together with correlation screening to estimate nonlinear encoding models effectively. our approach produces encoding models that predict about 25% more accurately than models estimated using other methods [nature 452 (2008a) 352--355]. the estimated nonlinearity impacts the inferred properties of individual voxels, and it has a plausible biological interpretation. one benefit of quantitative encoding models is that estimated models can be used to decode brain activity, in order to identify which specific image was seen by an observer. encoding models estimated by our approach also improve such image identification by about 12% when the correct image is one of 11,500 possible images.","10.1214/11-aoas476","2011-04-14","2011-07-25","['vincent q. vu', 'pradeep ravikumar', 'thomas naselaris', 'kendrick n. kay', 'jack l. gallant', 'bin yu']",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"242",1104.3464,"a dynamic bayesian nonlinear mixed-effects model of hiv response   incorporating medication adherence, drug resistance and covariates","stat.ap","hiv dynamic studies have contributed significantly to the understanding of hiv pathogenesis and antiviral treatment strategies for aids patients. establishing the relationship of virologic responses with clinical factors and covariates during long-term antiretroviral (arv) therapy is important to the development of effective treatments. medication adherence is an important predictor of the effectiveness of arv treatment, but an appropriate determinant of adherence rate based on medication event monitoring system (mems) data is critical to predict virologic outcomes. the primary objective of this paper is to investigate the effects of a number of summary determinants of mems adherence rates on virologic response measured repeatedly over time in hiv-infected patients. we developed a mechanism-based differential equation model with consideration of drug adherence, interacted by virus susceptibility to drug and baseline characteristics, to characterize the long-term virologic responses after initiation of therapy. this model fully integrates viral load, mems adherence, drug resistance and baseline covariates into the data analysis. in this study we employed the proposed model and associated bayesian nonlinear mixed-effects modeling approach to assess how to efficiently use the mems adherence data for prediction of virologic response, and to evaluate the predicting power of each summary metric of the mems adherence rates.","10.1214/10-aoas376","2011-04-18","","['yangxin huang', 'hulin wu', 'jeanne holden-wiltse', 'edward p. acosta']",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"243",1104.3476,"metamodel-based importance sampling for the simulation of rare events","stat.me stat.ml","in the field of structural reliability, the monte-carlo estimator is considered as the reference probability estimator. however, it is still untractable for real engineering cases since it requires a high number of runs of the model. in order to reduce the number of computer experiments, many other approaches known as reliability methods have been proposed. a certain approach consists in replacing the original experiment by a surrogate which is much faster to evaluate. nevertheless, it is often difficult (or even impossible) to quantify the error made by this substitution. in this paper an alternative approach is developed. it takes advantage of the kriging meta-modeling and importance sampling techniques. the proposed alternative estimator is finally applied to a finite element based structural reliability analysis.","","2011-04-18","","['v. dubourg', 'f. deheeger', 'b. sudret']",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"244",1104.3479,"reliability-based design optimization of shells with uncertain geometry   using adaptive kriging metamodels","stat.me stat.ap","optimal design under uncertainty has gained much attention in the past ten years due to the ever increasing need for manufacturers to build robust systems at the lowest cost. reliability-based design optimization (rbdo) allows the analyst to minimize some cost function while ensuring some minimal performances cast as admissible failure probabilities for a set of performance functions. in order to address real-world engineering problems in which the performance is assessed through computational models (e.g., finite element models in structural mechanics) metamodeling techniques have been developed in the past decade. this paper introduces adaptive kriging surrogate models to solve the rbdo problem. the latter is cast in an augmented space that ""sums up"" the range of the design space and the aleatory uncertainty in the design parameters and the environmental conditions. the surrogate model is used (i) for evaluating robust estimates of the failure probabilities (and for enhancing the computational experimental design by adaptive sampling) in order to achieve the requested accuracy and (ii) for applying a gradient-based optimization algorithm to get optimal values of the design parameters. the approach is applied to the optimal design of ring-stiffened cylindrical shells used in submarine engineering under uncertain geometric imperfections. for this application the performance of the structure is related to buckling which is addressed here by means of a finite element solution based on the asymptotic numerical method.","","2011-04-18","2017-04-12","['v. dubourg', 'j. -m. bourinet', 'b. sudret']",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
